21571,215**,*****
2110,211**,*****
2496,249**,*****
7265,726**,*****
8007,800**,*****
7926,792**,*****
44636,446**,*****
2791,279**,*****
5325,532**,*****
34880,348**,*****
42425,424**,*****
42603,426**,*****
42243,422**,*****
7919,791**,*****
6243,624**,*****
5711,571**,*****
46927,469**,*****
5379,537**,*****
6565,656**,*****
4048,404**,*****
23127,231**,*****
2629,262**,*****
46532,465**,*****
8738,873**,*****
7922,792**,*****
62373,623**,*****
48554,485**,*****
8537,853**,*****
7002,700**,*****
47147,471**,*****
5004,500**,*****
23055,230**,*****
1007,100**,*****
8642,864**,*****
4706,470**,*****
5392,539**,*****
8642,864**,*****
23016,230**,*****
35324,353**,*****
6741,674**,*****
61273,612**,*****
3430,343**,*****
1023,102**,*****
48291,482**,*****
4328,432**,*****
62049,620**,*****
4418,441**,*****
44039,440**,*****
45012,450**,*****
41862,418**,*****
3418,341**,*****
44010,440**,*****
41957,419**,*****
44481,444**,*****
8819,881**,*****
1184,118**,*****
7010,701**,*****
2605,260**,*****
43002,430**,*****
34174,341**,*****
41179,411**,*****
34525,345**,*****
47111,471**,*****
62378,623**,*****
48005,480**,*****
43000,430**,*****
1353,135**,*****
5803,580**,*****
34415,344**,*****
34563,345**,*****
5732,573**,*****
42140,421**,*****
2845,284**,*****
42939,429**,*****
41142,411**,*****
2427,242**,*****
3961,396**,*****
61192,611**,*****
42953,429**,*****
41161,411**,*****
46040,460**,*****
46318,463**,*****
3741,374**,*****
4137,413**,*****
42739,427**,*****
4334,433**,*****
5759,575**,*****
34808,348**,*****
8352,835**,*****
22708,227**,*****
22795,227**,*****
49072,490**,*****
8332,833**,*****
47597,475**,*****
22110,221**,*****
61604,616**,*****
61164,611**,*****
61917,619**,*****
44235,442**,*****
2743,274**,*****
5510,551**,*****
7902,790**,*****
47555,475**,*****
47395,473**,*****
44650,446**,*****
21421,214**,*****
46221,462**,*****
49400,494**,*****
8316,831**,*****
7213,721**,*****
44065,440**,*****
23034,230**,*****
6208,620**,*****
7917,791**,*****
8535,853**,*****
21379,213**,*****
47015,470**,*****
4803,480**,*****
22560,225**,*****
7622,762**,*****
42720,427**,*****
5573,557**,*****
4589,458**,*****
22835,228**,*****
6228,622**,*****
35316,353**,*****
48463,484**,*****
34152,341**,*****
2448,244**,*****
4781,478**,*****
22243,222**,*****
3340,334**,*****
41211,412**,*****
23050,230**,*****
62278,622**,*****
42498,424**,*****
7309,730**,*****
2850,285**,*****
41496,414**,*****
4549,454**,*****
6223,622**,*****
3318,331**,*****
41809,418**,*****
1444,144**,*****
7367,736**,*****
44901,449**,*****
49261,492**,*****
6249,624**,*****
7422,742**,*****
3099,309**,*****
46959,469**,*****
61180,611**,*****
6961,696**,*****
23030,230**,*****
3082,308**,*****
44007,440**,*****
7955,795**,*****
6982,698**,*****
1356,135**,*****
42401,424**,*****
3988,398**,*****
41477,414**,*****
44606,446**,*****
34338,343**,*****
7401,740**,*****
6926,692**,*****
8333,833**,*****
23016,230**,*****
47253,472**,*****
2769,276**,*****
5356,535**,*****
41556,415**,*****
48584,485**,*****
5351,535**,*****
1355,135**,*****
41011,410**,*****
8785,878**,*****
4536,453**,*****
61477,614**,*****
61974,619**,*****
44655,446**,*****
8812,881**,*****
34442,344**,*****
2734,273**,*****
3192,319**,*****
6923,692**,*****
22239,222**,*****
8707,870**,*****
41583,415**,*****
4726,472**,*****
1442,144**,*****
23061,230**,*****
42464,424**,*****
7637,763**,*****
48045,480**,*****
48814,488**,*****
5526,552**,*****
22829,228**,*****
21590,215**,*****
2140,214**,*****
49401,494**,*****
48586,485**,*****
8814,881**,*****
5611,561**,*****
1136,113**,*****
49391,493**,*****
8009,800**,*****
46700,467**,*****
35394,353**,*****
3993,399**,*****
2861,286**,*****
2469,246**,*****
42954,429**,*****
4208,420**,*****
21085,210**,*****
48025,480**,*****
61694,616**,*****
42063,420**,*****
48004,480**,*****
4938,493**,*****
3047,304**,*****
7415,741**,*****
41412,414**,*****
8575,857**,*****
2198,219**,*****
3146,314**,*****
8851,885**,*****
23027,230**,*****
8854,885**,*****
21432,214**,*****
47826,478**,*****
21032,210**,*****
48761,487**,*****
1028,102**,*****
61241,612**,*****
22840,228**,*****
48568,485**,*****
1717,171**,*****
49376,493**,*****
3105,310**,*****
42475,424**,*****
5100,510**,*****
34547,345**,*****
8846,884**,*****
47339,473**,*****
48092,480**,*****
41044,410**,*****
42013,420**,*****
2605,260**,*****
4604,460**,*****
4571,457**,*****
34598,345**,*****
42046,420**,*****
61487,614**,*****
21684,216**,*****
1058,105**,*****
35037,350**,*****
46309,463**,*****
61451,614**,*****
2471,247**,*****
61948,619**,*****
46033,460**,*****
4302,430**,*****
48410,484**,*****
2709,270**,*****
7695,769**,*****
8040,804**,*****
1049,104**,*****
8528,852**,*****
46723,467**,*****
8806,880**,*****
61927,619**,*****
41976,419**,*****
41910,419**,*****
34647,346**,*****
42458,424**,*****
8805,880**,*****
5567,556**,*****
61456,614**,*****
21564,215**,*****
3000,300**,*****
4409,440**,*****
21126,211**,*****
42900,429**,*****
1454,145**,*****
8649,864**,*****
46018,460**,*****
42503,425**,*****
4403,440**,*****
61666,616**,*****
44938,449**,*****
2829,282**,*****
4782,478**,*****
4393,439**,*****
21944,219**,*****
49055,490**,*****
6315,631**,*****
4606,460**,*****
3785,378**,*****
34839,348**,*****
44970,449**,*****
34936,349**,*****
41406,414**,*****
5246,524**,*****
2580,258**,*****
22167,221**,*****
7923,792**,*****
3026,302**,*****
23108,231**,*****
3152,315**,*****
34524,345**,*****
8801,880**,*****
61721,617**,*****
3632,363**,*****
42503,425**,*****
3983,398**,*****
34995,349**,*****
7620,762**,*****
1322,132**,*****
34390,343**,*****
48234,482**,*****
41787,417**,*****
41596,415**,*****
7971,797**,*****
21098,210**,*****
4048,404**,*****
41807,418**,*****
41550,415**,*****
8562,856**,*****
34636,346**,*****
47008,470**,*****
35312,353**,*****
2817,281**,*****
7223,722**,*****
48804,488**,*****
47024,470**,*****
2713,271**,*****
21553,215**,*****
49030,490**,*****
21359,213**,*****
4074,407**,*****
41861,418**,*****
42907,429**,*****
21410,214**,*****
42903,429**,*****
46315,463**,*****
7504,750**,*****
2871,287**,*****
34319,343**,*****
3355,335**,*****
62394,623**,*****
6522,652**,*****
2706,270**,*****
44505,445**,*****
22164,221**,*****
8793,879**,*****
7921,792**,*****
23100,231**,*****
21594,215**,*****
41718,417**,*****
46037,460**,*****
42158,421**,*****
1380,138**,*****
2822,282**,*****
44766,447**,*****
47270,472**,*****
46321,463**,*****
47006,470**,*****
8849,884**,*****
21954,219**,*****
61640,616**,*****
2173,217**,*****
42708,427**,*****
6649,664**,*****
7004,700**,*****
42489,424**,*****
2846,284**,*****
41744,417**,*****
42505,425**,*****
7012,701**,*****
3668,366**,*****
2459,245**,*****
4778,477**,*****
46218,462**,*****
23016,230**,*****
4762,476**,*****
3486,348**,*****
22180,221**,*****
6167,616**,*****
3986,398**,*****
7912,791**,*****
48300,483**,*****
41536,415**,*****
62251,622**,*****
3452,345**,*****
3006,300**,*****
42047,420**,*****
35414,354**,*****
8304,830**,*****
3053,305**,*****
3982,398**,*****
6045,604**,*****
23021,230**,*****
6036,603**,*****
61604,616**,*****
8044,804**,*****
22786,227**,*****
62393,623**,*****
8842,884**,*****
3325,332**,*****
1178,117**,*****
7367,736**,*****
42763,427**,*****
41460,414**,*****
21673,216**,*****
2506,250**,*****
3133,313**,*****
2451,245**,*****
62009,620**,*****
61914,619**,*****
46944,469**,*****
21945,219**,*****
2773,277**,*****
2822,282**,*****
2589,258**,*****
46264,462**,*****
8710,871**,*****
49308,493**,*****
4529,452**,*****
2185,218**,*****
34954,349**,*****
3009,300**,*****
6307,630**,*****
41805,418**,*****
35042,350**,*****
48017,480**,*****
48422,484**,*****
23047,230**,*****
3314,331**,*****
1218,121**,*****
47850,478**,*****
22361,223**,*****
7742,774**,*****
48202,482**,*****
3368,336**,*****
47801,478**,*****
3992,399**,*****
61998,619**,*****
22156,221**,*****
5563,556**,*****
48953,489**,*****
22648,226**,*****
46228,462**,*****
1347,134**,*****
7050,705**,*****
22169,221**,*****
48512,485**,*****
61754,617**,*****
5510,551**,*****
6186,618**,*****
4305,430**,*****
41017,410**,*****
34309,343**,*****
2785,278**,*****
46652,466**,*****
4578,457**,*****
22693,226**,*****
8339,833**,*****
46272,462**,*****
44965,449**,*****
1128,112**,*****
47372,473**,*****
1340,134**,*****
21062,210**,*****
7020,702**,*****
47707,477**,*****
8846,884**,*****
7363,736**,*****
23050,230**,*****
4775,477**,*****
3494,349**,*****
3450,345**,*****
41912,419**,*****
23000,230**,*****
22146,221**,*****
49360,493**,*****
61243,612**,*****
44783,447**,*****
48815,488**,*****
1024,102**,*****
41075,410**,*****
61411,614**,*****
21698,216**,*****
6137,613**,*****
4805,480**,*****
7667,766**,*****
48061,480**,*****
2480,248**,*****
21008,210**,*****
34229,342**,*****
7770,777**,*****
3481,348**,*****
4513,451**,*****
2563,256**,*****
34659,346**,*****
6748,674**,*****
21028,210**,*****
45014,450**,*****
44940,449**,*****
44961,449**,*****
46709,467**,*****
21532,215**,*****
48722,487**,*****
4184,418**,*****
21511,215**,*****
2174,217**,*****
61263,612**,*****
21353,213**,*****
7902,790**,*****
46707,467**,*****
44221,442**,*****
7621,762**,*****
1109,110**,*****
2253,225**,*****
2484,248**,*****
46047,460**,*****
49252,492**,*****
21309,213**,*****
61009,610**,*****
4916,491**,*****
44546,445**,*****
48204,482**,*****
62461,624**,*****
42614,426**,*****
21546,215**,*****
2782,278**,*****
4585,458**,*****
44058,440**,*****
42739,427**,*****
34391,343**,*****
61406,614**,*****
61437,614**,*****
2577,257**,*****
41904,419**,*****
6747,674**,*****
3164,316**,*****
49494,494**,*****
48546,485**,*****
4947,494**,*****
21450,214**,*****
61006,610**,*****
5206,520**,*****
48946,489**,*****
61000,610**,*****
21451,214**,*****
5769,576**,*****
8027,802**,*****
7294,729**,*****
1126,112**,*****
8795,879**,*****
41143,411**,*****
49200,492**,*****
21032,210**,*****
23059,230**,*****
3681,368**,*****
3707,370**,*****
61432,614**,*****
44523,445**,*****
3977,397**,*****
61607,616**,*****
8508,850**,*****
8819,881**,*****
42911,429**,*****
8819,881**,*****
21589,215**,*****
41536,415**,*****
4591,459**,*****
42993,429**,*****
8232,823**,*****
4805,480**,*****
6566,656**,*****
62430,624**,*****
3726,372**,*****
42470,424**,*****
34364,343**,*****
34688,346**,*****
34078,340**,*****
2572,257**,*****
41919,419**,*****
41507,415**,*****
7769,776**,*****
42454,424**,*****
48967,489**,*****
44511,445**,*****
4317,431**,*****
8267,826**,*****
5019,501**,*****
61740,617**,*****
2779,277**,*****
8768,876**,*****
22563,225**,*****
5349,534**,*****
22172,221**,*****
47700,477**,*****
7027,702**,*****
42739,427**,*****
3745,374**,*****
47020,470**,*****
21408,214**,*****
8807,880**,*****
7293,729**,*****
22373,223**,*****
41138,411**,*****
46701,467**,*****
8859,885**,*****
62236,622**,*****
41861,418**,*****
42162,421**,*****
23101,231**,*****
46294,462**,*****
4601,460**,*****
5258,525**,*****
2185,218**,*****
7695,769**,*****
48071,480**,*****
41820,418**,*****
7351,735**,*****
3395,339**,*****
44070,440**,*****
6279,627**,*****
61633,616**,*****
46026,460**,*****
34195,341**,*****
5102,510**,*****
48241,482**,*****
47261,472**,*****
3384,338**,*****
44912,449**,*****
61268,612**,*****
34546,345**,*****
4938,493**,*****
34333,343**,*****
6644,664**,*****
8714,871**,*****
42786,427**,*****
2160,216**,*****
44681,446**,*****
22387,223**,*****
34710,347**,*****
22383,223**,*****
21127,211**,*****
47215,472**,*****
22173,221**,*****
2880,288**,*****
21546,215**,*****
44918,449**,*****
41831,418**,*****
46912,469**,*****
34585,345**,*****
22316,223**,*****
44632,446**,*****
5749,574**,*****
4307,430**,*****
8015,801**,*****
22211,222**,*****
48304,483**,*****
21400,214**,*****
2244,224**,*****
8843,884**,*****
46901,469**,*****
42946,429**,*****
34570,345**,*****
47809,478**,*****
4363,436**,*****
42905,429**,*****
42989,429**,*****
7712,771**,*****
44691,446**,*****
5374,537**,*****
5074,507**,*****
8601,860**,*****
42260,422**,*****
1047,104**,*****
3787,378**,*****
42967,429**,*****
23047,230**,*****
3392,339**,*****
5308,530**,*****
7011,701**,*****
4756,475**,*****
21012,210**,*****
7348,734**,*****
22217,222**,*****
34393,343**,*****
49217,492**,*****
4782,478**,*****
7383,738**,*****
1477,147**,*****
3482,348**,*****
2174,217**,*****
8703,870**,*****
5013,501**,*****
7004,700**,*****
42681,426**,*****
7261,726**,*****
41532,415**,*****
61401,614**,*****
2146,214**,*****
2111,211**,*****
8741,874**,*****
47707,477**,*****
21369,213**,*****
7421,742**,*****
42051,420**,*****
5328,532**,*****
21359,213**,*****
6802,680**,*****
21397,213**,*****
3020,302**,*****
46318,463**,*****
48906,489**,*****
41565,415**,*****
7674,767**,*****
5376,537**,*****
8829,882**,*****
34982,349**,*****
23121,231**,*****
34524,345**,*****
45008,450**,*****
48116,481**,*****
2793,279**,*****
3665,366**,*****
7007,700**,*****
42023,420**,*****
44914,449**,*****
35295,352**,*****
21623,216**,*****
49346,493**,*****
2156,215**,*****
61114,611**,*****
61407,614**,*****
1358,135**,*****
3641,364**,*****
23022,230**,*****
61635,616**,*****
61406,614**,*****
4184,418**,*****
4018,401**,*****
46002,460**,*****
44422,444**,*****
44728,447**,*****
42409,424**,*****
23015,230**,*****
4134,413**,*****
46263,462**,*****
4319,431**,*****
4361,436**,*****
44711,447**,*****
7014,701**,*****
22569,225**,*****
61758,617**,*****
35043,350**,*****
47262,472**,*****
22126,221**,*****
47356,473**,*****
2135,213**,*****
42955,429**,*****
2465,246**,*****
41771,417**,*****
2492,249**,*****
41140,411**,*****
42503,425**,*****
22806,228**,*****
8549,854**,*****
44241,442**,*****
22167,221**,*****
48317,483**,*****
42989,429**,*****
35388,353**,*****
42975,429**,*****
8805,880**,*****
23023,230**,*****
6099,609**,*****
3004,300**,*****
3026,302**,*****
46288,462**,*****
46309,463**,*****
5325,532**,*****
8101,810**,*****
1223,122**,*****
42068,420**,*****
3472,347**,*****
48424,484**,*****
44911,449**,*****
7027,702**,*****
35294,352**,*****
2709,270**,*****
1078,107**,*****
8835,883**,*****
4801,480**,*****
8652,865**,*****
49067,490**,*****
22781,227**,*****
8855,885**,*****
22177,221**,*****
2174,217**,*****
6156,615**,*****
7401,740**,*****
6789,678**,*****
48762,487**,*****
7774,777**,*****
4104,410**,*****
42818,428**,*****
2008,200**,*****
42961,429**,*****
8026,802**,*****
7348,734**,*****
23012,230**,*****
4322,432**,*****
44721,447**,*****
42908,429**,*****
7377,737**,*****
8703,870**,*****
3351,335**,*****
6220,622**,*****
41512,415**,*****
49244,492**,*****
21353,213**,*****
7942,794**,*****
2049,204**,*****
8766,876**,*****
2160,216**,*****
47590,475**,*****
44539,445**,*****
21353,213**,*****
35310,353**,*****
6964,696**,*****
42063,420**,*****
42454,424**,*****
48723,487**,*****
42993,429**,*****
2473,247**,*****
41577,415**,*****
7723,772**,*****
6996,699**,*****
2708,270**,*****
8846,884**,*****
41504,415**,*****
4544,454**,*****
46901,469**,*****
47329,473**,*****
5510,551**,*****
46717,467**,*****
49237,492**,*****
41567,415**,*****
6763,676**,*****
8343,834**,*****
62406,624**,*****
1029,102**,*****
3355,335**,*****
2573,257**,*****
34546,345**,*****
3617,361**,*****
5083,508**,*****
34935,349**,*****
22158,221**,*****
22808,228**,*****
49007,490**,*****
48103,481**,*****
42081,420**,*****
46332,463**,*****
4598,459**,*****
1187,118**,*****
44040,440**,*****
41744,417**,*****
4169,416**,*****
21506,215**,*****
49322,493**,*****
8719,871**,*****
42468,424**,*****
61125,611**,*****
5078,507**,*****
2525,252**,*****
23017,230**,*****
8354,835**,*****
49076,490**,*****
61189,611**,*****
7721,772**,*****
42046,420**,*****
8853,885**,*****
44486,444**,*****
3329,332**,*****
7446,744**,*****
8855,885**,*****
42437,424**,*****
1056,105**,*****
47744,477**,*****
7620,762**,*****
21630,216**,*****
34193,341**,*****
8232,823**,*****
8829,882**,*****
41797,417**,*****
49079,490**,*****
21457,214**,*****
22140,221**,*****
7772,777**,*****
2154,215**,*****
46028,460**,*****
22316,223**,*****
3355,335**,*****
48257,482**,*****
34406,344**,*****
22799,227**,*****
23021,230**,*****
42125,421**,*****
34563,345**,*****
4804,480**,*****
42800,428**,*****
8820,882**,*****
42969,429**,*****
44499,444**,*****
34709,347**,*****
42039,420**,*****
46231,462**,*****
48052,480**,*****
2010,201**,*****
22322,223**,*****
34693,346**,*****
21098,210**,*****
48019,480**,*****
1624,162**,*****
7745,774**,*****
7934,793**,*****
34417,344**,*****
5355,535**,*****
49494,494**,*****
42251,422**,*****
41582,415**,*****
22140,221**,*****
3506,350**,*****
22216,222**,*****
42920,429**,*****
41715,417**,*****
1803,180**,*****
1633,163**,*****
7030,703**,*****
47830,478**,*****
42437,424**,*****
21008,210**,*****
41125,411**,*****
4370,437**,*****
42265,422**,*****
4345,434**,*****
61221,612**,*****
44251,442**,*****
41188,411**,*****
21592,215**,*****
4428,442**,*****
41919,419**,*****
61165,611**,*****
42800,428**,*****
7616,761**,*****
4574,457**,*****
3102,310**,*****
7606,760**,*****
5665,566**,*****
22521,225**,*****
8703,870**,*****
3065,306**,*****
42161,421**,*****
7663,766**,*****
6759,675**,*****
1681,168**,*****
34178,341**,*****
42236,422**,*****
22550,225**,*****
2113,211**,*****
49088,490**,*****
1058,105**,*****
21636,216**,*****
22190,221**,*****
7266,726**,*****
5351,535**,*****
41750,417**,*****
49260,492**,*****
34599,345**,*****
34541,345**,*****
2244,224**,*****
22157,221**,*****
6781,678**,*****
41912,419**,*****
2469,246**,*****
8548,854**,*****
35302,353**,*****
3347,334**,*****
4519,451**,*****
44911,449**,*****
23123,231**,*****
2175,217**,*****
34604,346**,*****
5566,556**,*****
42678,426**,*****
21047,210**,*****
2491,249**,*****
7903,790**,*****
44969,449**,*****
46949,469**,*****
1684,168**,*****
34350,343**,*****
7409,740**,*****
8285,828**,*****
22743,227**,*****
4800,480**,*****
61973,619**,*****
44527,445**,*****
42665,426**,*****
42474,424**,*****
61427,614**,*****
7374,737**,*****
42608,426**,*****
41969,419**,*****
2473,247**,*****
62457,624**,*****
47511,475**,*****
2211,221**,*****
4134,413**,*****
21356,213**,*****
46048,460**,*****
41843,418**,*****
41199,411**,*****
4955,495**,*****
8784,878**,*****
2519,251**,*****
61166,611**,*****
61456,614**,*****
2631,263**,*****
4409,440**,*****
48264,482**,*****
3667,366**,*****
41400,414**,*****
34036,340**,*****
48307,483**,*****
1809,180**,*****
22158,221**,*****
62239,622**,*****
1304,130**,*****
5025,502**,*****
2788,278**,*****
3930,393**,*****
34317,343**,*****
44227,442**,*****
2788,278**,*****
41582,415**,*****
34512,345**,*****
41058,410**,*****
41230,412**,*****
21540,215**,*****
44108,441**,*****
8702,870**,*****
4074,407**,*****
23016,230**,*****
34615,346**,*****
22173,221**,*****
23011,230**,*****
44254,442**,*****
1022,102**,*****
1061,106**,*****
47185,471**,*****
34921,349**,*****
61262,612**,*****
2632,263**,*****
3757,375**,*****
41161,411**,*****
4610,461**,*****
35032,350**,*****
1397,139**,*****
6250,625**,*****
48783,487**,*****
48758,487**,*****
61760,617**,*****
44262,442**,*****
41780,417**,*****
61198,611**,*****
48955,489**,*****
42788,427**,*****
41138,411**,*****
48774,487**,*****
21391,213**,*****
35401,354**,*****
44973,449**,*****
3132,313**,*****
44062,440**,*****
49200,492**,*****
3084,308**,*****
34617,346**,*****
61913,619**,*****
34610,346**,*****
22383,223**,*****
42454,424**,*****
44691,446**,*****
34898,348**,*****
22213,222**,*****
4074,407**,*****
5261,526**,*****
4406,440**,*****
34057,340**,*****
4115,411**,*****
7662,766**,*****
42694,426**,*****
49478,494**,*****
7638,763**,*****
21536,215**,*****
7617,761**,*****
1169,116**,*****
6997,699**,*****
44709,447**,*****
41940,419**,*****
61620,616**,*****
3716,371**,*****
2259,225**,*****
22172,221**,*****
1689,168**,*****
46306,463**,*****
41041,410**,*****
2752,275**,*****
2082,208**,*****
2771,277**,*****
3930,393**,*****
21307,213**,*****
22179,221**,*****
42055,420**,*****
2257,225**,*****
22834,228**,*****
6586,658**,*****
5706,570**,*****
7516,751**,*****
34650,346**,*****
21904,219**,*****
49055,490**,*****
1043,104**,*****
1036,103**,*****
22155,221**,*****
8743,874**,*****
4056,405**,*****
42990,429**,*****
22111,221**,*****
7053,705**,*****
41785,417**,*****
61980,619**,*****
6954,695**,*****
2784,278**,*****
23105,231**,*****
21383,213**,*****
7753,775**,*****
21359,213**,*****
3096,309**,*****
41909,419**,*****
41473,414**,*****
6798,679**,*****
8558,855**,*****
49261,492**,*****
61448,614**,*****
1633,163**,*****
41972,419**,*****
3665,366**,*****
34220,342**,*****
